society,price,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_type,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
ireo skyon,3.0,sector 60,1248.0,3,3,3,5.0,Relatively New,flat,2400.0,0,1,0,0,0,2,174
independent,3.25,sector 56,21495.0,5,6,3+,4.0,Relatively New,house,1512.0,0,0,0,1,1,2,27
breez global heights,0.03,sohna road,410.0,2,2,2,3.0,Relatively New,flat,720.0,0,0,0,0,0,1,0
ss the leaf,1.0,sector 85,667.0,2,2,3,9.0,Relatively New,flat,1638.0,0,0,1,0,0,1,174
tulip violet,1.0,sector 69,1007.0,3,3,2,0.0,Relatively New,flat,1510.0,0,0,0,0,0,1,157
sare crescent parc,0.05,sector 92,408.0,3,2,2,2.0,Relatively New,flat,1131.0,0,0,0,0,0,1,72
birla navya,2.0,sector 63a,1749.0,2,3,3+,4.0,Under Construction,flat,997.0,0,0,0,0,0,1,60
om appartments,0.04,sector 3 phase 2,444.0,3,2,1,3.0,Relatively New,flat,1000.0,0,0,0,0,0,1,7
vatika gurgaon,1.0,sector 83,744.0,3,3,2,10.0,Relatively New,flat,1778.0,0,1,0,0,0,2,35
ats triumph,2.0,sector 104,873.0,3,4,3+,4.0,Relatively New,flat,2072.0,0,1,0,0,0,1,60
suncity avenue 76,0.05,sector 76,742.0,2,2,2,9.0,Under Construction,flat,823.0,0,0,0,0,0,1,26
vatika the seven lamps,0.07,sector 82,593.0,2,2,2,0.0,Relatively New,flat,1175.0,0,0,0,0,0,2,103
bptp visionnaire,4.6,sector 70a,17625.0,4,4,3+,3.0,Moderately Old,house,2610.0,1,1,1,1,0,1,96
vatika the seven lamps,1.0,sector 82,682.0,3,3,3,3.0,Relatively New,flat,1800.0,1,0,0,0,0,2,165
my home,0.02,sector 110,440.0,2,2,1,1.0,New Property,flat,556.0,0,0,0,0,0,2,0
mahindra aura,2.0,sector 110,927.0,4,4,3+,2.0,Relatively New,flat,2350.0,0,1,0,0,0,1,152
tulip orange,1.0,sector 70,815.0,3,2,2,5.0,Relatively New,flat,1350.0,0,0,0,0,0,1,0
signature global city 63a,1.5,sector 63,6289.0,3,3,2,1.0,New Property,house,2385.0,0,0,0,0,0,1,0
independent,3.51,sector 54,12342.0,4,4,3,4.0,New Property,house,2844.0,0,1,0,0,0,1,73
imperia the esfera,1.0,sector 37c,541.0,3,4,3,9.0,Relatively New,flat,1899.0,1,1,0,0,0,1,49
dlf new town heights,1.0,sector 90,697.0,4,4,3+,19.0,Relatively New,flat,2512.0,0,1,1,0,0,2,174
indiabulls centrum park,1.0,sector 103,868.0,2,2,3,10.0,Relatively New,flat,1080.0,1,0,0,0,0,2,174
orris aster court premier,1.0,sector 85,566.0,3,4,2,6.0,Relatively New,flat,1650.0,0,1,0,0,0,1,28
kiran residency,1.0,sector 56,775.0,3,3,3,5.0,Old Property,flat,1810.0,0,1,0,0,0,2,52
central park flower valley aqua front towers,2.0,sector 33,1118.0,3,3,3+,8.0,New Property,flat,1619.0,0,0,0,0,0,1,23
dlf royalton tower,6.0,sector 43,2211.0,4,5,2,8.0,Relatively New,flat,2661.0,0,1,0,0,0,1,15
kothi,6.95,sector 17b,15444.0,4,4,3+,2.0,Old Property,house,3500.0,1,1,1,1,0,1,33
emaar mgf emerald floors premier,2.0,sector 65,1212.0,3,3,3,1.0,Relatively New,flat,1833.0,0,1,0,0,0,2,124
ardee city,2.25,sector 52,16071.0,3,3,3,4.0,New Property,house,1800.0,0,1,0,0,0,2,22
hsiidc sidco aravali,0.09,manesar,348.0,3,3,3+,8.0,Moderately Old,flat,1900.0,0,1,0,0,0,1,23
independent,0.85,sector 4,630.0,3,3,1,1.0,Relatively New,house,13500.0,0,0,0,0,1,1,0
ansal heights 86,0.06,sector 86,510.0,2,2,1,10.0,Relatively New,flat,1231.0,0,0,0,0,0,1,115
independent,8.49,sector 43,31444.0,3,3,2,4.0,Relatively New,house,2700.0,0,1,0,1,0,2,21
ats kocoon,2.0,sector 109,1026.0,3,4,3,9.0,Relatively New,flat,1896.0,0,1,0,0,0,1,97
independent,7.0,sector 39,10000.0,10,11,3+,4.0,Relatively New,house,7000.0,0,0,0,1,0,0,38
signature global solera,0.05,sector 107,806.0,3,2,2,5.0,Relatively New,flat,717.0,0,0,0,0,1,1,15
umang winter hills,0.07,sector 77,559.0,2,2,2,8.0,Relatively New,flat,1140.0,0,0,1,0,0,2,102
independent,4.6,sector 55,21296.0,3,3,3+,2.0,Old Property,house,2160.0,0,1,1,1,0,2,37
green court,0.04,sector 90,639.0,2,2,1,8.0,New Property,flat,575.0,0,0,0,0,0,1,20
vipul belmonte,6.0,sector 53,2449.0,3,4,3+,6.0,Moderately Old,flat,2217.0,0,1,0,0,1,2,26
ss the leaf,1.0,sector 85,1009.0,2,3,3,12.0,Relatively New,flat,1420.0,0,0,0,1,0,2,150
microtek greenburg,1.0,sector 86,845.0,3,4,3,0.0,Relatively New,flat,1339.0,1,0,0,0,0,1,49
tulip ivory,2.0,sector 70,833.0,4,5,3+,6.0,Moderately Old,flat,2114.0,0,1,0,0,0,2,95
bptp terra,1.0,sector 37d,904.0,3,3,3+,12.0,New Property,flat,1983.0,1,0,0,0,0,2,49
signature andour heights,0.03,sector 71,822.0,1,1,2,2.0,Relatively New,flat,450.0,0,0,0,0,0,1,65
bestech park view spa next,2.0,sector 67,1213.0,4,4,3+,5.0,Moderately Old,flat,2127.0,0,1,0,1,0,2,149
smart world orchard,2.0,sector 61,1614.0,3,3,1,1.0,Under Construction,flat,1549.0,0,0,0,0,0,1,61
independent,3.25,sector 24,30374.0,4,4,3,3.0,Old Property,house,1070.0,0,0,0,0,0,1,15
godrej nature plus serenity,1.0,sector 33,1158.0,3,2,3+,23.0,Under Construction,flat,1333.0,0,0,0,0,0,1,105
ireo the grand arch,3.0,sector 58,1756.0,3,4,1,19.0,Moderately Old,flat,17084.0,0,1,0,0,0,2,167
unitech fresco,1.0,sector 50,1048.0,3,3,3+,14.0,Moderately Old,flat,1790.0,0,0,0,0,1,2,174
satya the hermitage,0.08,sector 103,613.0,2,3,3,1.0,Relatively New,flat,1257.0,0,1,0,0,0,2,75
experion heartsong,1.0,dwarka expressway,615.0,3,3,0,2.0,Under Construction,flat,1758.0,0,0,0,0,0,1,0
bestech park view city,4.0,sector 48,933.0,4,5,3+,14.0,Moderately Old,flat,4120.0,1,0,0,0,0,2,81
pioneer araya,7.0,sector 62,1800.0,4,4,3+,23.0,Relatively New,flat,4200.0,0,1,0,1,0,2,87
central park flower valley,2.0,sector 33,1327.0,3,3,2,1.0,Under Construction,flat,2093.0,0,0,0,0,0,1,66
godrej air,1.0,sector 85,1454.0,2,2,3,30.0,Under Construction,flat,1130.0,0,0,0,0,0,1,111
ild grand,1.0,sector 37c,714.0,3,3,0,1.0,New Property,flat,1820.0,0,0,0,0,0,1,60
tulip violet,1.0,sector 69,886.0,3,3,2,9.0,Relatively New,flat,1428.0,0,0,0,1,0,1,120
supertech araville,0.09,sector 79,621.0,2,2,3,7.0,New Property,flat,1385.0,1,0,0,0,0,1,49
signature global solera,0.03,sector 107,649.0,2,2,2,8.0,Relatively New,flat,608.0,0,0,0,0,0,1,45
signature global solera,0.03,sector 107,598.0,2,2,1,7.0,Relatively New,flat,598.0,0,0,0,0,1,1,49
independent,2.9,sector 23,11600.0,4,4,3,2.0,Relatively New,house,2500.0,0,1,0,0,0,2,43
vatika seven elements,1.0,sector 89,816.0,3,3,3,5.0,New Property,flat,1774.0,0,0,0,0,0,1,58
emaar mgf palm studios,1.0,sector 66,1480.0,2,2,3,3.0,Relatively New,flat,1082.0,0,0,0,0,0,1,92
umang winter hills,0.09,sector 77,505.0,3,3,3,17.0,Relatively New,flat,1602.0,0,0,0,0,1,2,49
orchid petals,2.0,sector 49,1150.0,3,4,3,1.0,Relatively New,flat,2061.0,1,0,0,0,0,1,49
corona optus,1.0,sector 37c,723.0,3,3,3,2.0,Relatively New,flat,1595.0,0,0,0,0,1,1,49
chd avenue,1.0,sector 71,553.0,4,4,3,5.0,Moderately Old,flat,2127.0,0,1,0,0,0,1,126
unitech vistas,0.09,sector 70,632.0,3,4,2,11.0,Under Construction,flat,1416.0,0,0,0,0,0,1,0
paras dews,1.0,sector 106,973.0,3,4,3+,8.0,Relatively New,flat,1186.0,0,1,0,0,0,2,174
the close north,2.0,sector 50,1140.0,3,3,3+,8.0,Moderately Old,flat,2600.0,0,1,0,0,0,2,174
independent,4.45,sector 26,35178.0,4,4,3,3.0,Old Property,house,1265.0,0,0,0,0,0,1,25
tulip violet,1.0,sector 69,841.0,3,3,1,12.0,Relatively New,flat,1419.0,0,0,0,1,0,1,86
tulip petals,1.0,sector 89,1000.0,3,2,3,6.0,Moderately Old,flat,1403.0,0,0,1,0,0,2,111
apex our homes,0.03,sector 37c,378.0,2,2,1,7.0,Relatively New,flat,850.0,0,0,0,0,0,2,158
greenopolis,0.08,sector 89,617.0,2,2,2,6.0,Under Construction,flat,1441.0,0,0,0,0,0,1,44
godrej,2.0,sector 79,845.0,3,4,3+,2.0,Relatively New,flat,2629.0,0,1,0,0,0,2,156
paras dews,0.09,sector 106,686.0,2,2,3+,2.0,Relatively New,flat,940.0,0,0,0,0,0,1,49
signature global solera,0.06,sector 107,800.0,3,2,2,8.0,Relatively New,flat,750.0,0,0,0,0,0,1,55
corona optus,1.0,sector 37c,893.0,3,3,3,2.0,Relatively New,flat,1563.0,1,0,0,0,0,1,49
surya vihar rwa,1.0,sector 21,650.0,5,5,2,2.0,Old Property,flat,2400.0,1,1,1,0,0,2,42
emaar imperial gardens,1.0,sector 102,990.0,3,3,3+,9.0,Relatively New,flat,2222.0,0,1,0,0,0,2,72
godrej icon,1.0,sector 88a,138.0,3,3,3+,6.0,New Property,flat,1306.0,0,0,0,0,0,1,55
sbtl caladium,1.0,sector 109,660.0,3,3,3+,7.0,Moderately Old,flat,2303.0,0,1,0,0,0,1,134
avl 36 gurgaon,0.04,sector 36a,901.0,1,1,1,9.0,Relatively New,flat,452.0,0,0,0,0,0,1,0
dlf new town heights,1.0,sector 90,568.0,4,4,3+,7.0,Moderately Old,flat,2468.0,0,0,0,0,0,1,117
maruti vihar,1.0,sector 28,909.0,1,1,1,1.0,Old Property,flat,995.0,1,0,0,1,0,2,80
pyramid urban homes 2,0.04,sector 86,847.0,2,2,1,2.0,New Property,flat,557.0,1,1,0,1,1,1,84
bestech altura,1.0,sector 79,800.0,3,4,3+,5.0,Relatively New,flat,1695.0,0,1,0,0,0,2,174
godrej nature plus,1.0,sector 33,1397.0,3,4,3+,3.0,New Property,flat,129.42,0,1,0,0,0,1,100
bestech park view residency,0.09,sector 2,671.0,2,2,3,1.0,Moderately Old,flat,1281.0,0,0,0,0,0,2,82
dlf regal gardens,1.0,sector 90,665.0,3,3,3+,8.0,Relatively New,flat,1566.0,0,0,0,0,1,1,72
bestech park view ananda,1.0,sector 81,693.0,3,2,3+,6.0,Relatively New,flat,1463.0,1,0,0,0,0,2,104
dlf park place,4.0,sector 54,3018.0,3,4,3+,6.0,Moderately Old,flat,13254.0,0,1,0,0,0,0,158
bhagwati sadan,1.0,sector 12,550.0,3,4,2,2.0,Old Property,flat,2000.0,0,1,0,0,1,1,0
godrej summit,1.0,sector 104,830.0,3,2,3+,16.0,Relatively New,flat,1607.0,1,0,0,1,0,2,142
alpha corp gurgaonone,2.0,sector 84,652.0,4,4,3,12.0,Relatively New,flat,3165.0,0,1,0,0,0,1,20
dlf new town heights,1.0,sector 91,740.0,4,4,3+,9.0,Relatively New,flat,2139.0,0,1,0,1,0,1,88
vatika india next,6.8,sector 82,20988.0,4,4,3+,3.0,Relatively New,house,3240.0,0,1,0,0,0,0,110
suncity heights,3.0,sector 54,1644.0,3,3,3+,8.0,Old Property,flat,2119.0,0,1,0,0,0,1,67
m3m golfestate,5.0,sector 65,1748.0,3,3,3,18.0,Relatively New,flat,3043.0,1,1,0,0,0,1,76
unitech fresco,1.0,sector 50,853.0,2,2,2,19.0,Moderately Old,flat,1330.0,0,0,0,0,1,0,174
dlf city plots,16.0,sector 26,37780.0,4,4,3,1.0,Relatively New,house,4235.0,1,0,1,1,0,1,7
godrej nature plus,1.0,sector 33,877.0,3,3,0,2.0,Under Construction,flat,1996.0,0,0,0,0,0,1,56
signature global solera,0.03,sector 107,640.0,2,2,2,8.0,Relatively New,flat,608.0,0,0,0,0,0,1,45
the crew bos chs manesar,0.08,manesar,370.0,3,3,2,2.0,Moderately Old,flat,2556.0,0,0,0,0,0,1,44
bestech park view sanskruti,2.0,sector 92,833.0,4,5,3+,12.0,Relatively New,flat,2453.0,0,1,0,0,0,2,60
gls avenue 51,0.05,sector 92,781.0,3,3,1,12.0,New Property,flat,711.0,0,0,0,0,0,0,95
ansal sushant lok 2,3.4,sector 56,22222.0,6,6,3+,2.0,Moderately Old,house,1530.0,0,0,0,0,0,2,29
signature andour heights,0.06,sector 71,1000.0,2,2,1,5.0,Relatively New,flat,557.0,0,0,0,1,0,1,59
supertech hues,0.08,sector 68,695.0,2,2,3+,21.0,Under Construction,flat,1068.0,0,0,0,0,1,1,72
m3m woodshire,0.09,sector 107,659.0,2,2,3+,4.0,Relatively New,flat,1236.0,0,0,0,0,0,1,21
suncity platinum towers,6.0,sector 28,2309.0,3,4,3+,21.0,Relatively New,flat,2000.0,0,1,0,0,0,2,160
suncity essel towers,8.95,sector 28,17900.0,5,6,3+,4.0,Moderately Old,house,5000.0,0,0,0,0,0,1,0
vatika city homes,1.0,sector 83,621.0,3,3,3,6.0,Relatively New,flat,1537.0,0,0,1,0,0,1,111
spaze privy at,1.0,sector 84,646.0,3,3,3,8.0,Relatively New,flat,1650.0,1,0,0,0,0,2,158
smart world gems,1.0,sector 89,843.0,3,3,2,3.0,New Property,flat,1423.0,1,0,0,0,1,1,37
adani m2k oyster grande,1.0,sector 102,1407.0,3,4,3,21.0,Relatively New,flat,1605.0,0,1,0,0,0,1,60
eldeco mansionz,5.0,sector 48,21368.0,7,7,3,2.0,Moderately Old,house,2340.0,0,0,0,0,0,2,40
m3m golfestate,5.0,sector 65,1852.0,3,3,3+,28.0,Relatively New,flat,2800.0,0,1,0,1,0,2,165
assotech blith,1.0,sector 99,670.0,4,4,3+,2.0,New Property,flat,2835.0,0,0,0,0,0,1,51
independent,9.0,sector 25,28490.0,10,10,3,3.0,Old Property,house,3159.0,0,0,0,1,0,2,64
smart world orchard,1.0,sector 61,1348.0,2,2,1,3.0,Under Construction,flat,1041.0,1,0,0,0,0,1,43
suncity township,25.0,sector 54,31110.0,4,4,3+,2.0,Moderately Old,house,8036.0,1,1,1,1,0,1,0
sare homes,0.05,sector 92,410.0,3,3,3,3.0,New Property,flat,1281.0,0,0,0,0,0,1,54
vatika lifestyle homes,1.0,sector 83,655.0,3,2,3,15.0,Relatively New,flat,1588.0,0,0,0,0,0,1,37
shree vardhman flora,1.0,sector 90,513.0,3,4,3,8.0,New Property,flat,1765.0,0,1,0,0,0,1,95
tulip violet,1.0,sector 69,886.0,3,3,2,2.0,Relatively New,flat,1428.0,0,0,0,1,0,1,102
tulip violet,1.0,sector 69,897.0,3,3,1,12.0,Relatively New,flat,1392.0,0,0,0,1,0,1,86
dlf city plots phase 2,6.3,sector 25,35000.0,4,4,3+,2.0,Old Property,house,1800.0,0,1,1,0,0,1,89
signature global city 63a,1.0,sector 63a,1134.0,2,2,2,3.0,Under Construction,flat,1372.0,0,0,0,0,1,1,0
ansal sushant lok,10.5,sector 43,27911.0,4,4,2,2.0,Old Property,house,3762.0,0,1,0,0,0,1,59
breez global heights,0.02,sohna road,714.0,1,1,1,4.0,New Property,flat,443.0,0,0,0,0,0,0,26
central park flower valley aqua front towers,2.0,sector 33,1387.0,4,4,3,1.0,New Property,flat,2371.0,0,1,0,0,0,2,24
emaar digihomes,2.0,sector 62,1425.0,2,2,2,30.0,New Property,flat,1365.0,0,1,0,0,0,1,52
independent,0.67,sector 4,9795.0,3,3,2,2.0,Relatively New,house,76.0,0,0,0,0,1,1,7
maruti vihar colony,0.09,sector 28,888.0,2,1,1,1.0,Old Property,flat,1188.0,0,0,0,0,0,1,59
independent,0.22,sector 9,7407.0,2,2,2,1.0,Old Property,house,37.0,0,0,0,0,0,1,0
indiabulls centrum park,1.0,sector 103,777.0,2,2,3,8.0,Relatively New,flat,1250.0,1,0,0,0,0,2,135
independent,17.0,sector 26,37627.0,5,5,3+,2.0,Relatively New,house,4518.0,1,1,1,1,0,2,124
sare crescent parc,0.07,sector 92,493.0,3,3,2,6.0,Relatively New,flat,1596.0,0,0,0,0,0,1,37
emaar mgf emerald estate,1.0,sector 65,1254.0,3,3,3,10.0,Relatively New,flat,1081.0,0,1,0,0,0,2,124
bestech park view grand spa,4.0,sector 81,952.0,4,5,3+,15.0,Relatively New,flat,3801.0,0,1,0,0,0,2,127
bestech park view sanskruti,1.0,sector 92,787.0,4,3,3,8.0,New Property,flat,2104.0,0,1,0,0,0,1,128
dlf new town heights,1.0,sector 86,673.0,3,3,3,15.0,Relatively New,flat,1715.0,0,1,0,1,0,2,49
puri diplomatic greens,3.0,sector 111,1169.0,4,5,3+,9.0,Relatively New,flat,2670.0,0,1,0,0,0,1,68
dlf the primus,2.0,sector 82a,1094.0,4,4,3+,2.0,New Property,flat,2179.0,0,1,0,0,0,0,174
eros rosewood villas,2.5,sector 49,13514.0,3,3,2,2.0,Moderately Old,house,1900.0,0,0,1,1,0,1,59
emaar emerald hills,12.5,sector 65,34722.0,4,4,3+,2.0,Relatively New,house,3600.0,1,1,0,0,0,1,56
tulip monsella,6.0,sector 53,2082.0,3,3,3,29.0,Under Construction,flat,2892.0,0,0,0,0,0,1,68
awho sispal vihar,2.0,sector 49,726.0,4,3,3+,4.0,Old Property,flat,2492.0,0,0,0,0,0,1,65
ss the leaf,1.0,sector 85,778.0,2,2,3+,16.0,Relatively New,flat,1406.0,0,0,1,0,0,1,148
the close north,2.0,sector 50,1128.0,3,3,3+,3.0,Moderately Old,flat,2491.0,0,1,0,0,0,1,174
indiabulls centrum park,1.0,sector 103,808.0,2,2,3,5.0,Relatively New,flat,1338.0,0,0,1,0,0,2,165
ireo victory valley,4.0,sector 67,1410.0,4,4,3+,0.0,Relatively New,flat,3160.0,0,1,0,1,0,2,42
dlf new town heights,1.0,sector 90,656.0,4,4,3+,1.0,Relatively New,flat,2139.0,0,1,0,1,0,1,81
suncity vatsal valley,1.0,gwal pahari,1221.0,2,2,2,4.0,Under Construction,flat,1130.0,0,0,0,0,0,2,133
smart world orchard,2.0,sector 61,1411.0,3,3,2,2.0,Under Construction,flat,1475.0,1,0,0,0,0,1,79
shri balaji apartment,0.03,sector 12,404.0,2,2,1,1.0,Moderately Old,flat,737.0,0,0,0,0,0,1,23
independent,5.0,sector 4,10101.0,3,3,2,1.0,Old Property,house,4950.0,0,0,0,0,0,1,22
experion the heartsong,0.09,sector 108,701.0,2,3,3,7.0,Relatively New,flat,1161.0,0,1,0,0,1,1,72
godrej nature plus,1.0,sector 33,797.0,2,2,2,14.0,Under Construction,flat,1533.0,0,0,0,0,0,1,56
m3m soulitude,1.0,sector 89,998.0,3,3,2,3.0,New Property,flat,1581.0,0,0,0,0,0,1,15
emaar mgf the palm drive,2.0,sector 66,1495.0,3,3,3,7.0,Relatively New,flat,1800.0,0,1,0,0,0,2,49
independent,3.85,sector 7,14650.0,4,4,3,3.0,Old Property,house,2628.0,0,0,0,0,0,1,27
jacob pura,0.35,sector 12,9722.0,2,1,0,2.0,Old Property,house,360.0,0,0,0,0,0,1,0
cancon enclave,1.0,sector 4,778.0,3,2,2,2.0,New Property,flat,1500.0,0,0,0,0,0,2,0
bestech park view grand spa,4.0,sector 81,1071.0,4,6,3+,17.0,Relatively New,flat,3801.0,0,1,0,0,0,2,44
emaar mgf emerald floors premier,2.0,sector 65,1455.0,3,3,3,3.0,Relatively New,flat,1600.0,1,1,0,0,0,2,49
dlf regency park,2.0,sector 28,1322.0,3,4,3,8.0,Old Property,flat,1700.0,0,1,0,0,0,2,109
spaze privvy the address,1.0,sector 93,570.0,4,4,3,16.0,Relatively New,flat,2105.0,0,0,0,0,0,1,0
m3m heights,3.0,sector 65,1800.0,3,3,3,33.0,New Property,flat,16669.0,0,0,0,0,0,1,49
unitech palms south city 1,9.25,sector 41,28549.0,9,9,3+,4.0,Moderately Old,house,5000.0,1,1,1,1,0,2,65
m3m woodshire,1.0,sector 107,633.0,3,3,3,10.0,Relatively New,flat,1758.0,0,0,0,0,0,1,117
bptp terra,1.0,sector 37d,785.0,3,3,3+,10.0,Relatively New,flat,1983.0,0,1,0,0,0,1,31
godrej aria,1.0,sector 79,1148.0,2,2,3,9.0,New Property,flat,81.0,0,0,0,0,0,1,62
independent,1.16,sector 37d,7537.0,1,1,0,1.0,Relatively New,house,1535.0,0,0,0,0,0,1,0
adani brahma samsara vilasa,3.0,sector 63,2955.0,3,3,3,4.0,New Property,flat,2700.0,0,0,0,0,1,1,41
m3m skywalk,1.0,sector 74,1100.0,2,2,3+,10.0,Relatively New,flat,1300.0,0,0,0,0,1,1,137
m3m skywalk,1.0,sector 74,1233.0,2,2,3,13.0,Relatively New,flat,1300.0,0,0,1,0,0,1,158
signature global city 92,0.07,sector 92,1115.0,2,2,3,2.0,Under Construction,flat,846.0,0,0,0,0,1,1,24
puri diplomatic greens,3.0,sector 111,1254.0,4,5,3+,12.0,Relatively New,flat,2650.0,0,1,0,0,0,2,158
vatika the seven lamps,0.09,sector 82,657.0,2,2,2,12.0,Relatively New,flat,1299.0,1,0,0,0,0,2,103
independent,0.45,sector 21,8411.0,3,2,1,1.0,Relatively New,house,594.0,0,0,0,0,0,1,0
vipul tatvam villa,8.5,sector 48,26235.0,4,6,3,3.0,Old Property,house,3240.0,0,1,0,1,1,1,49
emaar mgf palm hills,1.0,sector 77,795.0,4,4,3+,2.0,Relatively New,flat,1800.0,1,1,0,0,0,0,49
tulip violet,2.0,sector 69,1017.0,4,4,1,12.0,Relatively New,flat,2186.0,0,0,0,0,0,1,79
hero homes,1.0,sector 104,1036.0,3,3,3,2.0,Under Construction,flat,1529.0,0,0,0,0,0,1,30
tulip leaf,2.0,sector 69,1139.0,3,3,3,16.0,Relatively New,flat,1640.0,0,0,0,0,0,1,49
lotus homz,0.03,sector 111,888.0,1,1,1,10.0,Relatively New,flat,450.0,0,0,0,0,0,1,44
anamika enclave,6.0,sector 12,14493.0,9,9,3+,3.0,Old Property,house,9000.0,0,0,0,0,0,1,9
independent,15.0,sector 39,33333.0,5,5,3+,4.0,Moderately Old,house,4500.0,0,1,0,0,0,2,27
greenopolis,0.08,sector 89,470.0,3,3,0,14.0,Under Construction,flat,1910.0,0,0,0,0,0,1,67
sbr minda sec-1 imt manesar,0.06,manesar,419.0,3,2,3+,6.0,Old Property,flat,1696.0,0,0,0,0,0,1,51
satya the hermitage,1.0,sector 103,562.0,3,4,3+,9.0,New Property,flat,1734.0,0,1,0,0,0,1,49
pareena mi casa,1.0,sector 68,883.0,2,2,3,11.0,New Property,flat,1127.0,0,0,0,0,0,1,95
ss residency,0.04,sector 6,533.0,3,2,2,2.0,Moderately Old,flat,111.0,0,0,0,0,0,1,54
ats triumph,2.0,sector 104,956.0,4,4,3+,21.0,Relatively New,flat,2953.0,0,1,0,0,0,2,161
shapoorji pallonji joyville gurugram,0.09,sector 102,1049.0,2,2,2,10.0,Relatively New,flat,828.0,0,0,0,0,0,1,132
aipl the peaceful homes,2.0,sector 70a,1116.0,3,3,3,11.0,Relatively New,flat,1946.0,0,1,0,0,0,1,108
smart world gems,1.0,sector 89,916.0,2,2,2,4.0,Under Construction,flat,1226.0,1,0,0,0,0,1,38
.,7.0,gwal pahari,1100.0,4,4,3+,6.0,Relatively New,flat,5430.0,0,1,0,0,0,1,52
suncity avenue 76,0.07,sector 76,1020.0,2,2,2,11.0,Under Construction,flat,665.0,0,0,0,0,0,1,57
smart world gems,1.0,sector 89,1050.0,3,2,3,1.0,New Property,flat,998.0,1,0,0,0,0,1,49
vatika gurgaon,1.0,sector 83,556.0,4,4,3,3.0,Relatively New,flat,2193.0,0,1,0,0,0,1,26
ashiana mulberry,0.07,sohna road,620.0,2,2,3+,12.0,New Property,flat,1344.0,0,0,0,0,0,1,67
experion the heartsong,0.09,sector 108,924.0,2,2,3,10.0,Relatively New,flat,1167.0,0,1,0,0,0,1,165
sbtl caladium,1.0,sector 109,718.0,3,2,3+,12.0,Relatively New,flat,1477.0,0,0,0,0,0,1,128
sobha city,2.0,sector 108,1398.0,2,2,2,3.0,Under Construction,flat,1250.0,0,0,0,0,0,1,74
paras dews,0.08,sector 106,635.0,2,2,3+,1.0,Relatively New,flat,940.0,0,0,0,0,0,1,49
godrej,1.0,sector 79,897.0,3,3,2,7.0,Relatively New,flat,1362.0,0,0,0,0,0,1,118
hcbs sports ville,0.03,sohna road,616.0,2,2,2,2.0,New Property,flat,577.0,0,0,0,0,0,1,37
tulip violet,1.0,sector 69,982.0,3,3,2,0.0,Relatively New,flat,1428.0,0,0,0,1,0,2,129
signature global park,0.07,sohna road,599.0,2,2,3,3.0,Relatively New,flat,1095.0,0,0,0,1,0,1,158
m3m heights,2.0,sector 65,1849.0,2,2,3,4.0,New Property,flat,1297.0,1,0,0,0,0,1,38
mapsko casa bella,1.0,sector 82,690.0,4,5,3+,1.0,Relatively New,flat,2535.0,0,0,0,0,0,1,54
pgr shree kripaluji apartment,1.0,sector 52,609.0,3,3,3+,8.0,Relatively New,flat,2556.0,0,0,0,0,0,2,80
the close north,2.0,sector 50,1121.0,3,3,3,10.0,Moderately Old,flat,2600.0,0,1,0,0,0,2,174
adani brahma samsara vilasa,3.0,sector 63,1000.0,3,3,3+,1.0,New Property,flat,3077.0,0,0,0,0,0,1,99
signature global park 4,0.08,sector 36,758.0,3,2,2,2.0,New Property,flat,850.0,0,0,0,0,0,1,8
independent,1.45,sector 55,26852.0,4,4,3+,4.0,Relatively New,house,60.0,0,0,1,0,0,1,70
sare green parc phase 3,0.09,sector 92,486.0,4,3,3,4.0,Moderately Old,flat,1770.0,0,0,0,0,0,1,67
vatika india next,0.08,sector 82,643.0,2,2,3,9.0,Relatively New,flat,1383.0,0,0,0,0,0,1,0
the khushboo cooperative housing society ltd,0.08,sector 9a,489.0,3,3,2,2.0,Old Property,flat,1438.0,0,0,0,0,0,2,31
umang monsoon breeze,0.09,sector 78,462.0,3,3,2,1.0,Moderately Old,flat,1900.0,0,1,0,1,0,1,65
smart world gems,1.0,sector 89,901.0,2,2,3,3.0,New Property,flat,1233.0,1,0,0,0,1,1,99
central park flower valley,1.0,sector 33,2154.0,3,3,3,2.0,Under Construction,flat,588.0,0,0,0,0,0,1,54
smart world orchard,1.0,sector 61,1391.0,2,2,2,4.0,New Property,flat,1278.0,1,0,0,0,1,1,29
independent,3.2,sector 9,13519.0,3,3,2,1.0,Old Property,house,2367.0,0,0,0,0,0,2,36
shapoorji pallonji joyville gurugram,2.0,sector 102,1773.0,3,3,3+,1.0,Relatively New,flat,1456.0,0,0,1,0,0,1,139
godrej nature plus,1.0,sector 33,1200.0,2,2,3+,3.0,Under Construction,flat,1111.0,0,0,0,0,0,1,105
house number b-34,0.8,sector 5,8889.0,2,2,1,1.0,Old Property,house,900.0,0,0,0,0,0,1,0
independent,9.5,sector 43,42222.0,5,5,3+,2.0,Relatively New,house,2250.0,0,1,0,1,0,2,88
silverglades the melia,0.07,sohna road,556.0,2,2,2,4.0,Moderately Old,flat,1350.0,0,0,0,0,0,1,70
godrej frontier,1.0,sector 80,619.0,3,4,2,10.0,Moderately Old,flat,1854.0,0,0,1,1,0,1,111
raheja atharva,0.07,sector 109,793.0,3,2,2,3.0,Relatively New,flat,1213.0,0,0,0,0,0,2,44
